ERNnvp,Pathogen,Group,HighTaxon,LowTaxon,Host,Order,Family,HostStageInfected,HostTissueInfected,Field,Country,IntermediateHost,DateEntered,FlagForDeletion,DateModified,ProvinceA,Test,PathogenValue,BiogeographicRegion
3299,Gregarina acridiorum,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Oedipoda germanica,Orthoptera,Acrididae,,Intestine,,,,,,,,7164,,
3300,Gregarina acridiorum,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Oedipoda miniata,Orthoptera,Acrididae,,Intestine,,,,,,,,7164,,
3301,Gregarina acridiorum,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Omocestus haemorrhoidalis,Orthoptera,Acrididae,,Intestine,,,,,,,,7164,,
3302,Gregarina acridiorum,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Omocestus viridulus,Orthoptera,Acrididae,,Intestine,,,,,,,,7164,,
3303,Gregarina acridiorum,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Parapropacris rhodopterus,Orthoptera,Acrididae,,Intestine,,,,,,,,7164,,
3304,Gregarina acridiorum,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Pardalophora apiculata,Orthoptera,Acrididae,,Intestine,,,,,,,,7164,,
3305,Gregarina acridiorum,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Psophus stridulus,Orthoptera,Acrididae,,Intestine,,,,,,,,7164,,
3306,Gregarina acridiorum,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Saga pedo pedo,Orthoptera,Tettigoniidae,,Intestine,,,,,,,,7164,,
3307,Gregarina acridiorum,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Schistocerca americana,Orthoptera,Acrididae,,Intestine,,,,,,,,7164,,
3308,Gregarina acridiorum,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Serpusia lemarineli,Orthoptera,Acrididae,,Intestine,,,,,,,,7164,,
3309,Gregarina acridiorum,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Spharagemon bolli,Orthoptera,Acrididae,,Intestine,,,,,,,,7164,,
3310,Gregarina acridiorum,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Spharagemon collare,Orthoptera,Acrididae,,Intestine,,,,,,,,7164,,
3311,Gregarina acridiorum,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Sphingonotus coerulans,Orthoptera,Acrididae,,Intestine,,,,,,,,7164,,
3312,Gregarina acridiorum,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Chorthippus biguttulus,Orthoptera,Acrididae,,Intestine,,,,,,,,7164,,
3313,Gregarina acridiorum,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Stenobothrus nigromaculatus,Orthoptera,Acrididae,,Intestine,,,,,,,,7164,,
3314,Gregarina acridiorum,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Tetrix bipunctatus,Orthoptera,Tetrigidae,,Intestine,,,,,,,,7164,,
3315,Enterocystis ensis,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Baetis rhodani,Ephemeroptera,Baetidae,,Intestine,,,,,,,,7164,,
3316,Enterocystis ephemerae,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Ephemera vulgata,Ephemeroptera,Ephemeridae,,Intestine,,,,,,,,7164,,
3317,Enterocystis ephemerae,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Ephemerella ignita,Ephemeroptera,Ephemerellidae,,Intestine,Field,Italy,,,,,,7164,,Palearctic
3318,Enterocystis fungoides,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Baetis vernus,Ephemeroptera,Baetidae,,Intestine,,,,,,,,7164,,
3319,Enterocystis fungoides,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Baetis rhodani,Ephemeroptera,Baetidae,,Intestine,,,,,,,,7164,,
3320,Enterocystis grassei,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Baetis vernus,Ephemeroptera,Baetidae,,Intestine,,,,,,,,7164,,
3321,Enterocystis grassei,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Epeorus torrentium,Ephemeroptera,Heptageniidae,,Intestine,,,,,,,,7164,,
3322,Enterocystis grassei,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Heptagenia flava,Ephemeroptera,Heptageniidae,,Intestine,,,,,,,,7164,,
3323,Enterocystis palmata,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Baetis buceratus,Ephemeroptera,Baetidae,,Intestine,,,,,,,,7164,,
3324,Enterocystis racovitza,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Baetis vernus,Ephemeroptera,Baetidae,,Intestine,,,,,,,,7164,,
3325,Enterocystis racovitza,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Baetis rhodani,Ephemeroptera,Baetidae,,"Intestine, Midgut",,,,,,,,7164,,
3326,Enterocystis rhithrogenae,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Rhithrogena semicolorata,Ephemeroptera,Heptageniidae,,Intestine,,,,,,,,7164,,
3327,Enterocystis hydrophili,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Hydrochara caraboides,Coleoptera,Hydrophilidae,,Intestine,,,,,,,,7164,,
3328,Gregarina crenata,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Aulacophora foveicollis,Coleoptera,Chrysomelidae,,Intestine,,India,,,,,,7164,,
3329,Gregarina crenata,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Aulacophora femoralis,Coleoptera,Chrysomelidae,,Intestine,,,,,,,,7164,,
3330,Gregarina crenata,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Aulacophora africana,Coleoptera,Chrysomelidae,,Intestine,,,,,,,,7164,,
3331,Gregarina crenata,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Chapuisia usambarica,Coleoptera,Chrysomelidae,,Intestine,,,,,,,,7164,,
3332,Gregarina crenata,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Chapuisia nitida,Coleoptera,Chrysomelidae,,Intestine,,,,,,,,7164,,
3333,Gregarina crenata,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Chrysolina aurichalces,Coleoptera,Chrysomelidae,,Intestine,,,,,,,,7164,,
3334,Gregarina crenata,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Chrysolina menthastri,Coleoptera,Chrysomelidae,,Intestine,,USSR,,,,,,7164,,
3335,Gregarina crenata,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Chrysolina staphylea,Coleoptera,Chrysomelidae,,Intestine,,,,,,,,7164,,
3336,Gregarina crenata,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Leptaulaca vinula,Coleoptera,Chrysomelidae,,Intestine,,,,,,,,7164,,
3337,Gregarina crenata,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Monolepta pauperata,Coleoptera,Chrysomelidae,,Intestine,,,,,,,,7164,,
3338,Gregarina crenata,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Morphosphaeroides africana,Coleoptera,Chrysomelidae,,Intestine,,,,,,,,7164,,
3339,Gregarina crenata,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Nisotra delecta,Coleoptera,Chrysomelidae,,Intestine,,,,,,,,7164,,
3340,Gregarina crenata,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Ootheca mutabilis,Coleoptera,Chrysomelidae,,Intestine,,,,,,,,7164,,
3341,Gregarina crenata,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Paracantha multicolor,Coleoptera,Chrysomelidae,,Intestine,,,,,,,,7164,,
3342,Gregarina crenata,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Phaedonia arcata,Coleoptera,Chrysomelidae,,Intestine,,,,,,,,7164,,
3343,Gregarina crenata,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Rhaphidopalpa similis,Coleoptera,Chrysomelidae,,Intestine,,,,,,,,7164,,
3344,Gregarina crenata,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Strobiderus aequatorialis,Coleoptera,Chrysomelidae,,Intestine,,,,,,,,7164,,
3345,Gregarina acuta,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Trox hispidus,Coleoptera,Scarabaeidae,,Digestive tract,,,,,,,,7164,,
3346,Gregarina aethiopica,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Gonocephalum simplex,Coleoptera,Tenebrionidae,,Digestive tract,,,,,,,,7164,,
3347,Gregarina aethiopica,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Mesomorphus setosus,Coleoptera,Tenebrionidae,,Digestive tract,,,,,,,,7164,,
3348,Gregarina africana,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Ruspolia nitidula,Orthoptera,Tettigoniidae,,Intestine,,,,,,,,7164,,
3349,Gregarina africana,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Conocephalus maculatus,Orthoptera,Tettigoniidae,,Intestine,,,,,,,,7164,,
3350,Gregarina africana,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Conocephalus iris,Orthoptera,Tettigoniidae,,Intestine,,,,,,,,7164,,
3351,Gregarina alphitophagi,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Alphitophagus bifasciatus,Coleoptera,Tenebrionidae,,Intestine,,,,,,,,7164,,
3352,Gregarina amare,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Amara familiaris,Coleoptera,Carabidae,,Intestine,,,,,,,,7164,,
3353,Gregarina amare,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Harpalus affinis,Coleoptera,Carabidae,,Intestine,,,,,,,,7164,,
3354,Gregarina amare,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Pterostichus cupreus,Coleoptera,Carabidae,,Intestine,,,,,,,,7164,,
3355,Gregarina ambigua,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Forficula planicollis,Dermaptera,Forficulidae,,Midgut,,,,,,,,7164,,
3356,Gregarina ampullaria,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Altica caerulescens,Coleoptera,Chrysomelidae,,Intestine,,,,,,,,7164,,
3357,Gregarina anaboliae,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Anabolia nervosa,Trichoptera,Limnephilidae,,Intestine,,,,,,,,7164,,
3358,Gregarina anaboliae,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Anabolia soror,Trichoptera,Limnephilidae,,Intestine,,,,,,,,7164,,
3359,Gregarina anaboliae,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Drusus annulatus,Trichoptera,Limnephilidae,,Intestine,,,,,,,,7164,,
3360,Gregarina anaboliae,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Drusus plicatus,Trichoptera,Limnephilidae,,Intestine,,,,,,,,7164,,
3361,Gregarina antherophagi,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Antherophagus nigricornis,Coleoptera,Cryptophagidae,,,,,,,,,,7164,,
3362,Gregarina anthici,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Formicomus pedestris,Coleoptera,Anthicidae,,,,,,,,,,7164,,
3363,Gregarina arietuli,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Loxoblemmus arietulus,Orthoptera,Gryllidae,,Intestine,,,,,,,,7164,,
3364,Gregarina arthromacrae,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Arthromacra sumptuosa,Coleoptera,Tenebrionidae,,Intestine,,,,,,,,7164,,
3365,Gregarina atomariae,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Atomaria linearis,Coleoptera,Cryptophagidae,,Midgut,,,,,,,,7164,,
3366,Gregarina ausoniae,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Reticulitermes lucifugus  ,Isoptera,Rhinotermitidae,,Midgut,,,,,,,,7164,,
3367,Gregarina bancoi,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Thoracotermes macrothorax,Isoptera,Termitidae,,Intestine,,,,,,,,7164,,
3368,Gregarina bancoi,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Allognathotermes hypogeus,Isoptera,Anoplotermitidae,,Intestine,,,,,,,,7164,,
3369,Gregarina bancoi,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Pericaptritermes urgens,Isoptera,Termitidae,,Intestine,,,,,,,,7164,,
3370,Gregarina bergi,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Corynetes coeruleus,Coleoptera,Trogossitidae,,Intestine,,,,,,,,7164,,
3371,Gregarina bergi,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Necrobia ruficollis,Coleoptera,Cleridae,,Intestine,,,,,,,,7164,,
3372,Gregarina bergi,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Necrobia violacea,Coleoptera,Cleridae,,Intestine,,,,,,,,7164,,
3373,Gregarina blaberae,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Blaberus claraziana,Blattodea,Blaberidae,,Intestine,,,,,,,,7164,,
3374,Gregarina blaberae,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Blaberus discoidalis,Blattodea,Blaberidae,,Intestine,,,,,,,,7164,,
3375,Gregarina barbarara,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Coccinella bipunctata,Coleoptera,Coccinellidae,,Intestine,Field,USA,,,,,,7164,,Nearctic
3376,Gregarina barbarara,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Exochomus quadripustulatus,Coleoptera,Coccinellidae,,Intestine,,,,,,,,7164,,
3377,Gregarina barbarara,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Tytthaspis sedecipunctata,Coleoptera,Coccinellidae,,Intestine,,,,,,,,7164,,
3378,Gregarina blattarum ,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Blatta orientalis,Blattodea,Blattidae,,Intestine; Coelom; Enteric caeca; Midgut;,Field,"Brazil, France, Prussia, Germany, USA",,,,,,7164,,NearcticNeotropicalPalearctic
3379,Gregarina blattarum ,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Blattella germanica,Blattodea,Blattellidae,NymphAdult,Intestine,Field,USA,,,,,,7164,,Nearctic
3380,Gregarina blattarum ,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Parcoblatta pennsylvanica,Blattodea,Blattellidae,,Intestine,Field,USA,,,,,,7164,,Nearctic
3381,Gregarina blattarum ,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Periplaneta americana,Blattodea,Blattidae,AdultNymph,"Intestine, Hindgut; Enteric caeca; Midgut",Field,"Malaysia, USA",,,,,,7164,,NearcticOriental
3382,Gregarina boevi,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Oedipoda germanica,Orthoptera,Acrididae,,Intestine,,,,,,,,7164,,
3383,Gregarina boevi,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Oedipoda miniata,Orthoptera,Acrididae,,Intestine,,,,,,,,7164,,
3384,Gregarina boevi,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Sphingonotus coerulans,Orthoptera,Acrididae,,Intestine,,,,,,,,7164,,
3386,Gregarina brachypteri,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Brachypterus urticae,Coleoptera,Nitidulidae,,,,,,,,,,7164,,
3387,Gregarina brosci,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Broscus cephalotes,Coleoptera,Carabidae,,Intestine,,,,,,,,7164,,
3388,Gregarina byrrhina,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Byrrhus cyclophorus,Coleoptera,Byrrhidae,,,,,,,,,,7164,,
3389,Gregarina byrrhina,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Byrrhus pilula,Coleoptera,Byrrhidae,,,,,,,,,,7164,,
3390,Gregarina byrrhina,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Cytilus sericeus,Coleoptera,Byrrhidae,,,,,,,,,,7164,,
3391,Gregarina byrrhina,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Simplocaria semistriata,Coleoptera,Byrrhidae,,,,,,,,,,7164,,
3392,Gregarina cetoniae,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Cetonia aurata,Coleoptera,Scarabaeidae,,Intestine,,,,,,,,7164,,
3393,Gregarina cetoniae,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Osmoderma eremita,Coleoptera,Scarabaeidae,,Intestine,,,,,,,,7164,,
3394,Gregarina cetoniae,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Potosia cuprea,Coleoptera,Scarabaeidae,,Intestine,,,,,,,,7164,,
3395,Gregarina cis,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Cis boleti,Coleoptera,Ciidae,,Intestine,,,,,,,,7164,,
3396,Gregarina cis,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Cis micans,Coleoptera,Ciidae,,Intestine,,,,,,,,7164,,
3397,Gregarina cis,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Rhopalodontus fracticornis,Coleoptera,Ciidae,,Intestine,,,,,,,,7164,,
3398,Gregarina coelomica,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Pyrochroa coccinea,Coleoptera,Pyrochroidae,,Intestine,,,,,,,,7164,,
3399,Gregarina cerylonis,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Cerylon ferrugineum,Coleoptera,Cerylonidae,,Intestine,,,,,,,,7164,,
3400,Gregarina cerylonis,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Cerylon histeroides,Coleoptera,Cerylonidae,,Intestine,,,,,,,,7164,,
3401,Gregarina chelidurellae,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Chelidura acanthopygia,Dermaptera,Forficulidae,,,,,,,,,,7164,,
3402,Gregarina cuneata,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Ceropria anthracina,Coleoptera,Tenebrionidae,,Intestine,,,,,,,,7164,,
3403,Gregarina cuneata,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Ceropria romandi,Coleoptera,Tenebrionidae,,Intestine,,,,,,,,7164,,
3404,Gregarina cuneata,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Chiroscelis digitata,Coleoptera,Tenebrionidae,,Intestine,,,,,,,,7164,,
3405,Gregarina cuneata,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Stenosis angustata,Coleoptera,Tenebrionidae,,Intestine,,,,,,,,7164,,
3406,Gregarina cuneata,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Strongylium buettneri,Coleoptera,Tenebrionidae,,Intestine,,,,,,,,7164,,
3407,Gregarina cuneata,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Tenebrio molitor,Coleoptera,Tenebrionidae,,Intestine; Gut,Lab,USA,,,,,,7164,,
3408,Gregarina cuneata,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Tenebrio nitidulus,Coleoptera,Tenebrionidae,,Intestine,,,,,,,,7164,,
3409,Gregarina cuneata,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Tenebrio obscurus,Coleoptera,Tenebrionidae,,Intestine,,,,,,,,7164,,
3410,Gregarina cuneata,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Tribolium castaneum,Coleoptera,Tenebrionidae,,Intestine,,,,,,,,7164,,
3411,Gregarina delmasi,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Catoptropteryx apicalis,Orthoptera,Tettigoniidae,,Intestine,,,,,,,,7164,,
3412,Gregarina delmasi,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Conocephalus maculatus,Orthoptera,Tettigoniidae,,Intestine,,,,,,,,7164,,
3413,Gregarina delmasi,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Decticus verrucivorus,Orthoptera,Tettigoniidae,,Intestine,,,,,,,,7164,,
3414,Gregarina delmasi,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Decticus albifrons,Orthoptera,Tettigoniidae,,Intestine,,,,,,,,7164,,
3415,Gregarina delmasi,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Ephippiger terrestris,Orthoptera,Tettigoniidae,,Intestine,,,,,,,,7164,,
3416,Gregarina delmasi,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Heteropternis obscurella,Orthoptera,Acrididae,,Intestine,,,,,,,,7164,,
3417,Gregarina delmasi,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Platycleis affinis,Orthoptera,Tettigoniidae,,Intestine,,,,,,,,7164,,
3418,Gregarina delmasi,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Zeuneria biramosa,Orthoptera,Tettigoniidae,,Intestine,,,,,,,,7164,,
3419,Gregarina cylindrica,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Bitoma crenata,Coleoptera,Colydiidae,,Intestine,,,,,,,,7164,,
3421,Gregarina munieri,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Agelastica alni,Coleoptera,Chrysomelidae,,Intestine,,,,,,,,7164,,
3422,Gregarina munieri,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Altica nitens,Coleoptera,Chrysomelidae,,Intestine,,,,,,,,7164,,
3423,Gregarina munieri,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Altica pyritosa,Coleoptera,Chrysomelidae,,Intestine,,,,,,,,7164,,
3424,Gregarina munieri,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Altica rothschildii,Coleoptera,Chrysomelidae,,Intestine,,,,,,,,7164,,
3425,Gregarina munieri,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Aspidomorpha isparetta,Coleoptera,Chrysomelidae,,Intestine,,,,,,,,7164,,
3426,Gregarina munieri,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Aspidomorpha mutata,Coleoptera,Chrysomelidae,,Intestine,,,,,,,,7164,,
3427,Gregarina munieri,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Aspidomorpha quadrimaculata,Coleoptera,Chrysomelidae,,Intestine,,,,,,,,7164,,
3428,Gregarina munieri,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Aspidomorpha togata,Coleoptera,Chrysomelidae,,Intestine,,,,,,,,7164,,
3429,Gregarina munieri,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Aulomorphus variabilis,Coleoptera,Chrysomelidae,,Intestine,,,,,,,,7164,,
3432,Gregarina munieri,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Candezea basalis,Coleoptera,Chrysomelidae,,Intestine,,,,,,,,7164,,
3433,Gregarina munieri,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Candezea duvivieri,Coleoptera,Chrysomelidae,,Intestine,,,,,,,,7164,,
3434,Gregarina munieri,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Candezea haematura,Coleoptera,Chrysomelidae,,Intestine,,,,,,,,7164,,
3435,Gregarina munieri,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Cassida altiscula,Coleoptera,Chrysomelidae,,Intestine,,,,,,,,7164,,
3436,Gregarina munieri,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Cassida inaequalis,Coleoptera,Chrysomelidae,,Intestine,,,,,,,,7164,,
3437,Gregarina munieri,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Cassida numerosa,Coleoptera,Chrysomelidae,,Intestine,,,,,,,,7164,,
3438,Gregarina munieri,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Cassida testa,Coleoptera,Chrysomelidae,,Intestine,,,,,,,,7164,,
3439,Gregarina munieri,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Cassida japana,Coleoptera,Chrysomelidae,,Intestine,,,,,,,,7164,,
3440,Gregarina munieri,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Chrysolina affinis,Coleoptera,Chrysomelidae,,Intestine,,,,,,,,7164,,
3442,Gregarina munieri,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Chrysolina aurichalces,Coleoptera,Chrysomelidae,,Intestine,,,,,,,,7164,,
3443,Gregarina munieri,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Chrysolina banksi,Coleoptera,Chrysomelidae,,Intestine,,,,,,,,7164,,
3444,Gregarina munieri,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Chrysolina diluta,Coleoptera,Chrysomelidae,,Intestine,,,,,,,,7164,,
3445,Gregarina munieri,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Chrysolina menthastri,Coleoptera,Chrysomelidae,,Intestine,,"France, USSR",,,,,,7164,,
3446,Gregarina munieri,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Chrysolina opulenta,Coleoptera,Chrysomelidae,,Intestine,,,,,,,,7164,,
3447,Gregarina munieri,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Chrysolina staphylea,Coleoptera,Chrysomelidae,,Intestine,,,,,,,,7164,,
3448,Gregarina munieri,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Chrysomela coerulans,Coleoptera,Chrysomelidae,,Intestine,,,,,,,,7164,,
3449,Gregarina munieri,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Chrysomela fuliginosa,Coleoptera,Chrysomelidae,,Intestine,,,,,,,,7164,,
3450,Gregarina munieri,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Chrysomela graminis,Coleoptera,Chrysomelidae,,Intestine,,,,,,,,7164,,
3451,Gregarina munieri,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Chrysomela haemoptera,Coleoptera,Chrysomelidae,,Intestine,,,,,,,,7164,,
3452,Gregarina munieri,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Chrysomela lurida,Coleoptera,Chrysomelidae,,Intestine,,,,,,,,7164,,
3453,Gregarina munieri,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Chrysomela polita,Coleoptera,Chrysomelidae,,Intestine; Gastric caeca,Field,Poland,,,,,,7164,,Palearctic
3454,Gregarina munieri,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Chrysomela serialis,Coleoptera,Chrysomelidae,,Intestine,,,,,,,,7164,,
3455,Gregarina munieri,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Chrysomela varians,Coleoptera,Chrysomelidae,,Intestine,,,,,,,,7164,,
3456,Gregarina munieri,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Chrysomela violacea,Coleoptera,Chrysomelidae,,Intestine,,,,,,,,7164,,
3457,Gregarina munieri,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Cryptonychus macrorhinus,Coleoptera,Chrysomelidae,,Intestine,,,,,,,,7164,,
3458,Gregarina munieri,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Cyrtonus almeriensis,Coleoptera,Chrysomelidae,,Intestine,,,,,,,,7164,,
3459,Gregarina munieri,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Cyrtonus plumbeus,Coleoptera,Chrysomelidae,,Intestine,,,,,,,,7164,,
3460,Gregarina munieri,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Diabrotica vittata,Coleoptera,Chrysomelidae,,Intestine,,,,,,,,7164,,
3461,Gregarina munieri,Protozoa,Apicomplexa,Gregarinidea (Eugregarinida),Diabrotica trivittata,Coleoptera,Chrysomelidae,,Intestine,,,,,,,,7164,,
